,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码_,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组,RC
441,20232,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/25/2020,15108513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
442,20233,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/26/2020,15180513,1184,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
443,20234,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/27/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
444,20235,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
445,20236,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
446,20237,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/28/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
447,20239,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/28/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
448,20240,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/29/2020,15180513,151HO00569,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
449,20241,3,0,出生,-1,-1,-1,0,3,3,红达402断奶,07/29/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
450,20242,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/29/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
451,20245,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/30/2020,291HO17042,15514212,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
452,20246,3,0,出生,-1,-1,-1,0,3,3,红达犊牛舍,07/30/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
453,20247,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/31/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
454,20248,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,07/31/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
455,20249,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/01/2020,15180513,151HO03060,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
456,20251,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
457,20252,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/03/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
458,20253,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/03/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
459,20254,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/03/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
460,20255,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/04/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
461,20256,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/04/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
462,20257,3,0,出生,-1,-1,-1,0,3,3,红达404断奶犊牛,08/04/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
463,20258,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/06/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
464,20259,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/08/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
465,20260,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/09/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
466,20261,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/09/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
467,20262,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/09/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
468,20263,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/09/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
469,20264,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/09/2020,291HO17052,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
470,20266,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/13/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
471,20267,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/13/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
472,20268,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/14/2020,15180513,151HO00569,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
473,20269,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/15/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
474,20270,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/16/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
475,20271,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/16/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
476,20272,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/17/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
477,20273,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/18/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
478,20274,2,0,出生,-1,-1,-1,0,2,2,红达犊牛舍,08/19/2020,15180513,529HO14269,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
479,20275,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/19/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
480,20276,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
481,20277,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
482,20278,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/19/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
483,20280,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/20/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
484,20281,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/21/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
485,20282,2,0,出生,-1,-1,-1,0,2,2,红达404断奶犊牛,08/23/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
486,20283,2,0,出生,-1,-1,-1,0,2,2,红达犊牛舍,08/24/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
487,20284,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/24/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
488,20285,2,0,出生,-1,-1,-1,0,2,2,红达犊牛舍,08/25/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
489,20286,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/25/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
490,20287,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/28/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
491,20289,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/29/2020,15180513,151HO03060,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
492,20290,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/29/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
493,20291,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/30/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
494,20292,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/31/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
495,20293,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,08/31/2020,15180513,151HO03060,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
496,20294,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,09/03/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
497,20295,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,09/04/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
498,20296,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,09/04/2020,291HO17042,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
499,20297,2,0,出生,-1,-1,-1,0,2,2,红达断奶过度舍,09/05/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
500,20298,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/06/2020,15180513,529HO14269,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
501,20299,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/07/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
502,20300,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/07/2020,15180513,151HO01610,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
503,20301,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
504,20302,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/08/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
505,20303,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/08/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
506,20304,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/09/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
507,20305,1,0,出生,-1,-1,-1,0,1,1,红达断奶过度舍,09/12/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
508,20306,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/13/2020,11109875,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
509,20307,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/17/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
510,20308,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/18/2020,15180513,529HO13402,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
511,20309,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/20/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
512,20311,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/25/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
513,20312,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/25/2020,11109875,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
514,20313,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/26/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
515,20314,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/27/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
516,20315,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/27/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
517,20316,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/27/2020,11109875,65204045,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
518,20317,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,09/28/2020,15180513,AUSHO1682910,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
519,20318,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,10/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
520,20319,1,0,出生,-1,-1,-1,0,1,1,红达犊牛岛,10/03/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
521,20320,1,0,出生,-1,-1,-1,0,1,1,红达犊牛舍,10/03/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
522,20321,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/10/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
523,20322,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/13/2020,15180513,1173,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
524,20323,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/14/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
525,20324,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/14/2020,15180513,151HO01610,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
526,20325,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/14/2020,11109875,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
527,20326,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/16/2020,15180513,151HO01615,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
528,20327,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/16/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
529,20328,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/19/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
530,20329,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/20/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
531,20330,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/25/2020,15180513,AUSHO1657573,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
532,20331,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/29/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
533,20332,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/29/2020,15180513,529HO13402,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
534,20333,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,11/02/2020,15180513,1238,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
535,20334,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,10/30/2020,-1,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
536,20335,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,11/02/2020,15180513,1238,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
537,20336,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,11/02/2020,15180513,029HO15384,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
538,20337,0,0,出生,-1,-1,-1,0,0,0,红达犊牛舍,11/02/2020,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
539,150002,60,4,初检-,177,177,-1,2,60,60,红达103高产,10/21/2015,-1,-1,-1,01/01/1970,05/12/2020,01/01/1970,08/12/2020,01/01/1970,029HO18790,0,3
540,150003,60,3,初检-,183,183,-1,1,60,60,红达103高产,10/23/2015,-1,-1,-1,01/01/1970,05/06/2020,01/01/1970,06/30/2020,01/01/1970,029HO18790,0,3
541,150009,60,3,复检+,226,226,49,1,60,60,红达105高产,11/03/2015,-1,-1,-1,05/12/2020,03/24/2020,01/01/1970,05/12/2020,01/01/1970,029HO18790,0,5
542,150012,59,4,产后未配,16,16,-1,0,59,59,红达102新产,11/10/2015,-1,-1,-1,01/01/1970,10/20/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
543,150014,59,4,产后未配,57,57,-1,0,59,59,红达102新产,11/13/2015,-1,-1,-1,01/01/1970,09/09/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
544,150020,59,3,已配未检,183,183,-1,2,59,59,红达103高产,11/25/2015,-1,-1,-1,01/01/1970,05/06/2020,01/01/1970,10/11/2020,01/01/1970,11116697,0,4
545,150027,58,3,复检+,310,349,86,2,58,58,红达201干奶牛,12/11/2015,-1,-1,-1,02/17/2020,11/22/2019,09/26/2020,02/17/2020,01/01/1970,15108513,0,5
546,150028,58,4,复检+,126,126,45,1,58,58,红达103高产,12/11/2015,-1,-1,-1,08/16/2020,07/02/2020,01/01/1970,08/16/2020,01/01/1970,029HO18790,0,5
547,150030,58,3,初检-,241,241,-1,1,58,58,红达105高产,12/15/2015,-1,-1,-1,01/01/1970,03/09/2020,01/01/1970,05/19/2020,01/01/1970,029HO18790,0,3
548,160003,58,3,产后未配,56,56,-1,0,58,58,红达103高产,01/01/2016,-1,-1,-1,01/01/1970,09/10/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
549,160004,58,4,产后未配,39,39,-1,0,58,58,红达103高产,01/01/2016,-1,-1,-1,01/01/1970,09/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
550,160022,57,4,初检+,82,82,33,1,57,57,红达103高产,01/27/2016,-1,-1,-1,09/17/2020,08/15/2020,01/01/1970,09/17/2020,01/01/1970,029HO18790,0,5
551,160025,57,3,复检+,313,313,111,2,57,57,红达103高产,02/05/2016,-1,-1,-1,04/18/2020,12/28/2019,01/01/1970,04/18/2020,01/01/1970,029HO18790,0,5
552,160028,56,2,复检+,455,455,272,4,56,56,红达104低产,02/19/2016,-1,-1,-1,05/06/2020,08/08/2019,01/01/1970,05/06/2020,01/01/1970,029HO18790,0,5
553,160034,56,2,流产未配,427,427,-1,3,56,56,红达104低产,03/01/2016,-1,-1,-1,01/01/1970,09/05/2019,01/01/1970,02/07/2020,09/01/2020,15180513,0,3
554,160038,56,3,产后未配,109,109,-1,0,56,56,红达105高产,03/07/2016,-1,-1,-1,01/01/1970,07/19/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
555,160040,55,2,已配未检,497,505,-1,7,55,55,红达201干奶牛,03/10/2016,-1,-1,-1,01/01/1970,06/19/2019,10/27/2020,10/31/2020,01/12/2020,31106121,0,4
556,160050,55,3,初检+,108,108,68,2,55,55,红达105高产,03/24/2016,-1,-1,-1,09/27/2020,07/20/2020,01/01/1970,09/27/2020,01/01/1970,029HO18790,0,5
557,160051,55,3,已配未检,160,160,-1,3,55,55,红达103高产,03/24/2016,-1,-1,-1,01/01/1970,05/29/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
558,160052,55,2,已配未检,367,367,-1,6,55,55,红达104低产,03/26/2016,-1,-1,-1,01/01/1970,11/04/2019,01/01/1970,10/31/2020,07/27/2020,31106121,0,4
559,160053,55,3,复检+,226,226,44,1,55,55,红达104低产,03/27/2016,-1,-1,-1,05/07/2020,03/24/2020,01/01/1970,05/07/2020,01/01/1970,029HO18790,0,5
560,160055,55,3,初检-,77,77,-1,1,55,55,红达105高产,03/28/2016,-1,-1,-1,01/01/1970,08/20/2020,01/01/1970,09/27/2020,01/01/1970,029HO18790,0,3
561,160056,55,3,初检+,144,144,68,2,55,55,红达103高产,03/31/2016,-1,-1,-1,08/22/2020,06/14/2020,01/01/1970,08/22/2020,01/01/1970,029HO18790,0,5
562,160062,55,2,复检+,580,580,397,6,55,55,红达104低产,04/05/2016,-1,-1,-1,05/06/2020,04/05/2019,01/01/1970,05/06/2020,01/01/1970,029HO18790,0,5
563,160073,54,3,已配未检,84,84,-1,1,54,54,红达103高产,04/27/2016,-1,-1,-1,01/01/1970,08/13/2020,01/01/1970,10/19/2020,01/01/1970,31106121,0,4
564,160074,54,3,产后未配,27,27,-1,0,54,54,红达102新产,04/29/2016,-1,-1,-1,01/01/1970,10/09/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
565,160080,53,3,复检+,231,231,44,1,53,53,红达105高产,05/17/2016,-1,-1,-1,05/02/2020,03/19/2020,01/01/1970,05/02/2020,01/01/1970,029HO18790,0,5
566,160082,53,2,已配未检,387,387,-1,6,53,53,红达103高产,05/19/2016,1506761,-1,-1,01/01/1970,10/15/2019,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
567,160083,53,3,初检-,88,88,-1,1,53,53,红达103高产,05/21/2016,-1,-1,-1,01/01/1970,08/09/2020,01/01/1970,09/24/2020,01/01/1970,029HO18790,0,3
568,160090,52,2,复检+,230,230,44,1,52,52,红达104低产,06/25/2016,029HO15384,-1,-1,05/03/2020,03/20/2020,01/01/1970,05/03/2020,01/01/1970,029HO18790,0,5
569,160092,51,2,复检+,388,388,218,6,51,51,红达104低产,07/12/2016,151HO00569,-1,-1,05/19/2020,10/14/2019,01/01/1970,05/19/2020,01/01/1970,029HO18790,0,5
570,160097,50,2,初检-,107,107,-1,1,50,50,红达105高产,08/08/2016,-1,-1,-1,01/01/1970,07/21/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
571,160098,50,2,复检+,387,387,229,5,50,50,红达104低产,08/10/2016,151HO00569,-1,-1,05/31/2020,10/15/2019,01/01/1970,05/31/2020,01/01/1970,15110881,0,5
572,160099,50,2,初检-,210,210,-1,2,50,50,红达105高产,08/15/2016,15503832,-1,-1,01/01/1970,04/09/2020,01/01/1970,06/30/2020,01/01/1970,029HO18790,0,3
573,160107,49,2,复检+,457,496,233,6,49,49,红达2号干奶围产,09/12/2016,151HO00569,-1,-1,02/16/2020,06/28/2019,09/26/2020,02/16/2020,01/01/1970,15108513,0,5
574,160110,49,2,初检-,264,264,-1,4,49,49,红达105高产,09/20/2016,029HO15384,-1,-1,01/01/1970,02/15/2020,01/01/1970,08/12/2020,01/01/1970,029HO18790,0,3
575,160113,49,2,产后未配,9,9,-1,0,49,49,红达301产房,09/21/2016,529HO13402,-1,-1,01/01/1970,10/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
576,160116,49,3,产后未配,7,7,-1,0,49,49,红达301产房,09/22/2016,529HO13402,-1,-1,01/01/1970,10/29/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
577,160120,49,3,产后未配,48,48,-1,0,49,49,红达103高产,10/01/2016,529HO13402,-1,-1,01/01/1970,09/18/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
578,160121,49,2,流产未配,244,244,-1,1,49,49,红达301产房,10/04/2016,529HO13402,-1,-1,01/01/1970,03/06/2020,01/01/1970,06/01/2020,10/27/2020,029HO18790,0,3
579,160125,49,2,复检+,385,385,200,4,49,49,红达104低产,10/07/2016,029HO15384,-1,-1,05/05/2020,10/17/2019,01/01/1970,05/05/2020,01/01/1970,029HO18790,0,5
580,160129,48,3,产后未配,3,3,-1,0,48,48,红达301产房,10/10/2016,029HO15384,-1,-1,01/01/1970,11/02/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
581,160130,48,3,初检-,101,101,-1,1,48,48,红达103高产,10/11/2016,-1,-1,-1,01/01/1970,07/27/2020,01/01/1970,09/25/2020,01/01/1970,029HO18790,0,3
582,160131,48,2,已配未检,138,138,-1,2,48,48,红达103高产,10/12/2016,151HO00569,-1,-1,01/01/1970,06/20/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
583,160132,48,2,复检+,457,457,275,5,48,48,红达104低产,10/12/2016,029HO15384,-1,-1,05/07/2020,08/06/2019,01/01/1970,05/07/2020,01/01/1970,029HO18790,0,5
584,160133,48,2,复检+,382,382,227,4,48,48,红达105高产,10/13/2016,029HO15384,-1,-1,06/03/2020,10/20/2019,01/01/1970,06/03/2020,01/01/1970,029HO18790,0,5
